0.0000000000e+00 -2.0072368868e+01 0.0000000000e+00
0.0000000000e+00 -1.9705065462e+01 0.0000000000e+00
0.0000000000e+00 -1.9337152422e+01 0.0000000000e+00
0.0000000000e+00 -1.8968631761e+01 0.0000000000e+00
0.0000000000e+00 -1.8599505477e+01 0.0000000000e+00
0.0000000000e+00 -1.8229775551e+01 0.0000000000e+00
0.0000000000e+00 -1.7859443946e+01 0.0000000000e+00
0.0000000000e+00 -1.7488512613e+01 0.0000000000e+00
0.0000000000e+00 -1.7116983483e+01 0.0000000000e+00
0.0000000000e+00 -1.6744858475e+01 0.0000000000e+00
0.0000000000e+00 -1.6372139490e+01 0.0000000000e+00
0.0000000000e+00 -1.5998828417e+01 0.0000000000e+00
0.0000000000e+00 -1.5624927126e+01 0.0000000000e+00
0.0000000000e+00 -1.5250437477e+01 0.0000000000e+00
0.0000000000e+00 -1.4875361311e+01 0.0000000000e+00
0.0000000000e+00 -1.4499700457e+01 0.0000000000e+00
0.0000000000e+00 -1.4123456729e+01 0.0000000000e+00
0.0000000000e+00 -1.3746631929e+01 0.0000000000e+00
0.0000000000e+00 -1.3369227842e+01 0.0000000000e+00
0.0000000000e+00 -1.2991246242e+01 0.0000000000e+00
0.0000000000e+00 -1.2612688887e+01 0.0000000000e+00
0.0000000000e+00 -1.2233557525e+01 0.0000000000e+00
0.0000000000e+00 -1.1853853887e+01 0.0000000000e+00
0.0000000000e+00 -1.1473579693e+01 0.0000000000e+00
0.0000000000e+00 -1.1092736651e+01 0.0000000000e+00
0.0000000000e+00 -1.0711326455e+01 0.0000000000e+00
0.0000000000e+00 -1.0329350787e+01 0.0000000000e+00
0.0000000000e+00 -9.9468113153e+00 0.0000000000e+00
0.0000000000e+00 -9.5637096975e+00 0.0000000000e+00
0.0000000000e+00 -9.1800475786e+00 0.0000000000e+00
0.0000000000e+00 -8.7958265914e+00 0.0000000000e+00
0.0000000000e+00 -8.4110483570e+00 0.0000000000e+00
0.0000000000e+00 -8.0257144848e+00 0.0000000000e+00
0.0000000000e+00 -7.6398265726e+00 0.0000000000e+00
0.0000000000e+00 -7.2533862069e+00 0.0000000000e+00
0.0000000000e+00 -6.8663949626e+00 0.0000000000e+00
0.0000000000e+00 -6.4788544037e+00 0.0000000000e+00
0.0000000000e+00 -6.0907660830e+00 0.0000000000e+00
0.0000000000e+00 -5.7021315425e+00 0.0000000000e+00
0.0000000000e+00 -5.3129523132e+00 0.0000000000e+00
0.0000000000e+00 -4.9232299155e+00 0.0000000000e+00
0.0000000000e+00 -4.5329658594e+00 0.0000000000e+00
0.0000000000e+00 -4.1421616442e+00 0.0000000000e+00
0.0000000000e+00 -3.7508187590e+00 0.0000000000e+00
0.0000000000e+00 -3.3589386827e+00 0.0000000000e+00
0.0000000000e+00 -2.9665228840e+00 0.0000000000e+00
0.0000000000e+00 -2.5735728216e+00 0.0000000000e+00
0.0000000000e+00 -2.1800899445e+00 0.0000000000e+00
0.0000000000e+00 -1.7860756916e+00 0.0000000000e+00
0.0000000000e+00 -1.3915314924e+00 0.0000000000e+00
0.0000000000e+00 -9.9645876675e-01 0.0000000000e+00
0.0000000000e+00 -6.0085892495e-01 0.0000000000e+00
0.0000000000e+00 -2.0473336799e-01 0.0000000000e+00
8.7600000000e-01 1.9191651242e-01 7.6013385812e-04
1.5270000000e+00 5.8908933374e-01 4.0296354787e-03
1.9680000000e+00 9.8678372252e-01 8.6380303577e-03
2.3220000000e+00 1.3849983143e+00 1.4208915526e-02
2.6240000000e+00 1.7837317535e+00 2.0536178450e-02
2.8920000000e+00 2.1829826932e+00 2.7534733098e-02
3.1330000000e+00 2.5827497956e+00 3.5061702347e-02
3.3530000000e+00 2.9830317309e+00 4.3045103196e-02
3.5580000000e+00 3.3838271784e+00 5.1511775500e-02
3.7480000000e+00 3.7851348256e+00 6.0305872813e-02
3.9260000000e+00 4.1869533682e+00 6.9420199848e-02
4.0950000000e+00 4.5892815104e+00 7.8897722130e-02
4.2540000000e+00 4.9921179646e+00 8.8586787443e-02
4.4060000000e+00 5.3954614511e+00 9.8577525128e-02
4.5500000000e+00 5.7993106984e+00 1.0873059421e-01
4.6880000000e+00 6.2036644429e+00 1.1911061748e-01
4.8200000000e+00 6.6085214287e+00 1.2965805400e-01
4.9470000000e+00 7.0138804081e+00 1.4039508804e-01
5.0690000000e+00 7.4197401406e+00 1.5127279163e-01
5.1860000000e+00 7.8260993936e+00 1.6224154058e-01
5.2990000000e+00 8.2329569422e+00 1.7334634895e-01
5.4090000000e+00 8.6403115686e+00 1.8464787627e-01
5.5140000000e+00 9.0481620627e+00 1.9591332352e-01
5.6160000000e+00 9.4565072218e+00 2.0730565244e-01
5.7150000000e+00 9.8653458501e+00 2.1879734647e-01
5.8110000000e+00 1.0274676759e+01 2.3036065162e-01
5.9040000000e+00 1.0684498768e+01 2.4196767076e-01
